RepID,RepIDurl,ExpID,ExpName,Purpose,Conclusion,Comments,Keywords,ManuscriptUrl,Manuscripts,Design,Design_FCS_Count,MifScore,PResearcher,PInvestigator,UploadAuth,ExpDates,ExpStart,ExpEnd,UploadDate,LastUpdate,Organizations,Funding,QualControl,QualControlUrl,hasWSP,Attachments,Event_total_K,Event_mean_K,FCS_count,FCS_total_MB,FCS_mean_MB,FCSVers,Cytometer
FR-FCM-Z24G,FR-FCM-Z24G,2192,Randomization in CyTOF (type 1 and type 2 data),"Show that randomization can negatively affect multivariate data analysis methods such as dimensionality reduction, clustering and network reconstruction algorithms.","Randomization should be used only for visualization purposes, and never in conjunction with high-dimensional analytical tools.",The fcs files refer to the same PBMC data after normalization and Type 1 and Type 2 randomization (see manuscript for details).,,[31692248],http://www.ncbi.nlm.nih.gov/pubmed/31692248,,,22,Giorgos Papoutsoglou,Giorgos Papoutsoglou,Giorgos Papoutsoglou,2017-09-01 -,2017-09-01,,2019-06-01,2019-10-01,"University of Crete,  Computer Science, Heraklion, Crete (Greece)",The research leading to these results has received funding from the European Research Council under the European Union’s Seventh Framework Programme (FP/2007-2013) / ERC Grant Agreement n. 617393; CAUSALPATH – Next Generation Causal Analysis project.,None,,,AntibodyList.pdf,260.43,130.215,2,115.255,57.627,FCS3.0(2),DVSSCIENCES-CYTOF(2)
FR-FCM-Z24H,FR-FCM-Z24H,2193,deVries-et-al-Gut-2019 dataset,"Mass cytometry dataset of tumour, tumour-associated lymph nodes, healthy colorectal mucosa, and PBMC samples from colorectal cancer patients in the publication of de Vries et al, Gut, 2019. Files are presented as live single CD45+ cells.",None,,,,,,,15,Natasja de Vries,Natasja de Vries,Natasja de Vries,2017-05-12 -,2017-05-12,,2019-06-01,2019-06-01,None,Not disclosed,None,,,,15488.011,159.67,97,3308.951,34.113,FCS3.0(97),"DVSSCIENCES-CYTOF-1.0.0(85), DVSSCIENCES-CYTOF-6.5.358(12)"
FR-FCM-Z24K,FR-FCM-Z24K,2196,Unsupervised machine learning reveals risk stratifying gliobalstoma tumor cells,Unsupervised machine learning reveals risk stratifying gliobalstoma tumor cells. Leelatian and Sinnaeve et. al for submission to eLife.,None,,,,,,,28,Justine Sinnaeve,Justine Sinnaeve,Justine Sinnaeve,2019-06-14 -,2019-06-14,,2019-06-01,2020-05-01,None,Not disclosed,None,,,"RAPID.Rproj, README.md, NAMESPACE, LICENSE, DESCRIPTION, .Rbuildignore, .gitignore, optimize_FlowSOM_clusters.R, plot_clusters.R, plot_sig_clusters.R, plot_survival_curves.R, significant_clusters.R, subset_survival_analysis.R",9285.34,110.54,84,1543.484,18.375,FCS3.0(84),DVSSCIENCES-CYTOF-5.1.648(84)
FR-FCM-Z24L,FR-FCM-Z24L,2197,CC,We aim to investigate the checkpoints expression profile by specific T cell subsets and examine the underlying functional pathway mechanisms in these checkpoint expressed cell subsets using mass cytometry.,EpCAM+ CD4+ T cells abnormal in colon cancer,Detailed knowledge on the functionality of EpCAM+ CD4+ T cells is of high translational relevance.,[mass cytometry][Colon cancer][EpCAM][T cell immunity][p38 MAPK],,,,,48,Ting Zhang,Ting Zhang,Ting Zhang,2016-05-01 - 2018-08-31,2016-05-01,2018-08-31,2019-06-01,2019-11-01,"Shanghai Jiao Tong University, School of Biomedical Engineering, Institute for Personalized Medicine, State Key Laboratory of Oncogenes and Related Genes,  Institute for Personalized Medicine, State Key Laboratory of Oncogenes and Related Genes, Shanghai, Shanghai (China)","This work was supported by the National Natural Science Foundation of China (81702341), the National Key Research and Development Program of China (2017YFC0107603 and 2017ZX10203205-006-002), Shanghai Municipal Science and Technology (17DZ2203400, 18430760500 and 2017SHZDZX01), and the Medical Engineering Crossing Project Grant founded by Shanghai Jiao Tong University (YG2016QN24, ZH2018ZDA01 and YG2016MS60).",None,,,,5974.583,132.769,45,602.665,13.393,FCS3.0(45),"DVSSCIENCES-CYTOF-6.5.358(31), FACSCantoII(14)"
FR-FCM-Z24N,FR-FCM-Z24N,2199,Candidate Markers for Stratification and Classification in Rheumatoid Arthritis,Data availability,None,,,,,,,12,Lucius Bader,Lucius Bader,Lucius Bader,2019-06-21 -,2019-06-21,,2019-06-01,2019-06-01,None,Not disclosed,None,,,,17470.989,218.387,80,4332.345,54.154,FCS3.0(80),DVSSCIENCES-CYTOF-1.6.0(80)
FR-FCM-Z24P,FR-FCM-Z24P,2201,BM53 Tumor and Virus,"The purpose of this experiment is to follow the differentiation of  naive CD8 T cells in memory CD8 T cells  in response to virus infection or tumor growth. To do so, naive C57Bl/6J mice were transferred with naive F5 TCR-transgenic T cells and infected with NP68-expressing vaccinia virus (VV-NP68) or injected with NP68-expressing EL4 tumor cells (EL4-NP68). CD8 T cells count and phenotype was followed in the blood over time",Kinetics of differentiation in responses to tumor- or virus-immunization differ,,[tumor][CD8 memory][virus][count],[33554899],http://www.ncbi.nlm.nih.gov/pubmed/33554899,"[Timepoints = 11(9), 13(9), 15(8), 21(9), 28(9), 4(9), 42(9), 6(9), 7(8), 8(9)], [Conditions = EL4(50), VV(38)]",88,82,daphné laubreton,jacqueline marvel,daphné laubreton,2017-03-22 - 2017-05-10,2017-03-22,2017-05-10,2019-06-01,2024-04-01,"CIRI (Centre International de Recherche en Infectiologie) INSERM U1111 UMR5308, Lyon,  (France)",Not disclosed,"All mice were homozygous adult 6-8-week-old at the beginning of experiments. They were healthy and housed in our institute's animal facility under pathogen-free conditions. Age- and sex-matched littermates or provider's delivery groups, which were naive of any experimental manipulation, were randomly assigned to experimental groups (n=5) and co-housed at least for one week prior to experimentation.",,,"Data-VV-DataSet2-BM53.xlsx, Data-Tumor-DataSet2-BM53.xlsx",19438.074,192.456,101,1409.343,13.954,FCS3.0(101),LSRFortessa(101)
FR-FCM-Z24Y,FR-FCM-Z24Y,2177,Engineered MLV as Reference Particle for Small Particle FCM,"We show here that an engineered murine leukemia virus (MLV) can act as a fluorescence reference particle for other small particles such as EVs. More specifically, we show that engineered MLV is a highly monodisperse enveloped particle that can act as an EV surrogate to control, demonstrating the various effects of antibody labeling on the physical properties of small particles such as light scatter.",MLV particles are monodispersed biological particles that can be engineered to express high levels of antigens on the surface of the lipid membrane envelope.  These antigens are readily labeled by antibody. These virus particles can be used to demonstrate the physical effects of fluorophores on labeled small particles such as fluorophore quenching and increase in light scatter due to changes in RI and hydrodynamic diameter.,,[Nanoparticles][Retrovirus][Reference Particles],,,,,37,Vera Tang,Vera Tang,Vera Tang,2018-03-01 - 2019-04-30,2018-03-01,2019-04-30,2019-05-01,2019-06-01,"University of Ottawa,  Flow Cytometry & Virometry Core Facility, Ottawa, ON (Canada)",Not disclosed,"MESF Beads were used for fluorescence standardization
                    Buffer only controls for background events
                    Antibody only controls for background events in antibody labeling",,,,18778.088,130.403,144,1298.232,9.016,FCS3.0(144),"CytoFLEX S(134), Image Stream(10)"
FR-FCM-Z24Z,FR-FCM-Z24Z,2176,5 species of Cimicidae genome size,To widen the knowledge of genome size of important human and animal blood feeding insect parasites with the theoretical disease spreading potential. And compare the mechanism of additional chromosome origin and range of chromosome number variability of studied cimicid species with Cimex lectularius (human bed bug).,"Cimex lectularius (B) and C. pipistrelli each showed two distinct cytotypes with one additional chromosome, which is also a new record of intraspecific chromosome variability in these strains or species respectively.
                    Flow cytometry can be used also as an additional tool for determination of cryptic or very similar species, it was showed on example of two similar species parasitizing on human, C. hemipterus and C. lectularius. However, the chromosome number variation followed by nuclear DNA content shifts can reduce the success of such approach.
                    Nuclear DNA content of C. hemipterus 2C = 1.47 pg, C. hirundinis 2C = 1.60 pg, C. lectularius (B) 2C = 1.80 pg, C. pipistrelli 2C = 1.68 pg and P. cf. chaeturus 2C = 1.20 pg, for PI-stained males, was analysed for the first time. The GC content of cimicid species males analysed is from 32.74% in C. hemipterus to P. cf. chaeturus 35.87%.
                    Results of FCM study of male gametes, which correlated to chromosome number, suggest that additional chromosome do not originate solely through fragmentation of the X sex chromosome, but other rearrangements on sex chromosome X like duplication could be also involved.",,[flow cytometry][genome size][Cytogenetics][holokinetic chromosomes][Cimex][Paracimex][GC content],[31603621],http://www.ncbi.nlm.nih.gov/pubmed/31603621,,,27,David Sadílek,David Sadílek,David Sadílek,2014-01-01 - 2017-12-01,2014-01-01,2017-12-01,2019-05-01,2019-11-01,None,"This project was supported by grant no. 277815/2015 from the Grant Agency of Charles University and grant no. SVV 260434/2019 from the Ministry of Education, Youth and Sports of the Czech Republic.","Visual control, sufficient CV (coefficient of variation)",,,"Cimicidae_-_Upload_-_DAPI.rar, Cimicidae_-_Upload_-_PI.rar",2204.022,4.151,531,12.254,0.023,FCS2.0(531),partec PAS(531)
FR-FCM-Z253,FR-FCM-Z253,2211,BM25 Tumor and Virus,"The purpose of this experiment is to follow the differentiation of naive CD8 T cells in memory CD8 T cells in response to virus infection or tumor growth. To do so, naive C57Bl/6J mice were transferred with naive F5 TCR-transgenic T cells and infected with NP68-expressing vaccinia virus (VV-NP68) or injected with NP68-expressing EL4 tumor cells (EL4-NP68). CD8 T cells count and phenotype was followed in the blood over time",Both antigen-specific responses can be monitored in parallel,"Paired with the ""BM25 virus"" experiment, ref. FR-FCM-Z254",[CD8 T cells][immune response][tumor][virus],[28237797],"http://www.ncbi.nlm.nih.gov/pubmed/28237797, http://www.ncbi.nlm.nih.gov/pubmed/33554899","[Timepoints = 11(3), 13(5), 15(5), 18(5), 22(5), 27(5), 32(5), 4(3), 6(5), 7(5), 8(5)], [Conditions = Tumeurs(51), VV(46)]",97,85,daphné laubreton,jacqueline marvel,Christophe Arpin,2013-11-21 - 2013-12-23,2013-11-21,2013-12-23,2019-07-01,2019-07-01,"CIRI (Centre International de Recherche en Infectiologie) INSERM U1111 UMR5308, Lyon,  (France)",Not disclosed,"All mice were homozygous adult 6-8-week-old at the beginning of experiments. They were healthy and housed in our institute's animal facility under pathogen-free conditions. Age- and sex-matched littermates or provider's delivery groups, which were naive of any experimental manipulation, were randomly assigned to experimental groups (n=5) and co-housed at least for one week prior to experimentation",,,"Data-Tumor-DataSet1-BM25.xlsx, Data-VV-DataSet1-BM25.xlsx",20099.903,186.11,108,1227.253,11.363,FCS3.0(108),LSRII(108)
FR-FCM-Z255,FR-FCM-Z255,2213,BM26 Tumor and Virus,"The purpose of this experiment is to follow the differentiation of naive CD8 T cells in memory CD8 T cells in response to virus infection or tumor growth. To do so, naive C57Bl/6J mice were transferred with naive F5 TCR-transgenic T cells and infected with NP68-expressing vaccinia virus (VV-NP68) or injected with NP68-expressing EL4 tumor cells (EL4-NP68). CD8 T cells count and phenotype was followed in the blood over time",Both Ag-specific responses can be monitored in parallel,"Paired with the experiment ""BM26 Virus"", ref.",[CD8 T cells][immune response][tumor][virus],[28237797],"http://www.ncbi.nlm.nih.gov/pubmed/28237797, http://www.ncbi.nlm.nih.gov/pubmed/33554899","[Timepoints = 11(3), 13(4), 15(4), 18(5), 22(4), 27(3), 4(5), 47(4), 6(5), 7(4), 8(4)], [Conditions = EL4(45), VV(48)]",93,85,daphné laubreton,jacqueline marvel,Christophe Arpin,2014-03-07 - 2014-04-23,2014-03-07,2014-04-23,2019-07-01,2019-07-01,"CIRI (Centre International de Recherche en Infectiologie) INSERM U1111 UMR5308, Lyon,  (France)",Not disclosed,"All mice were homozygous adult 6-8-week-old at the beginning of experiments. They were healthy and housed in our institute's animal facility under pathogen-free conditions. Age- and sex-matched littermates or provider's delivery groups, which were naive of any experimental manipulation, were randomly assigned to experimental groups (n=5) and co-housed at least for one week prior to experimentation.",,,"Data-Tumor-DataSet1-BM26.xlsx, Data-Tumor-DataSet3-Volumes.xlsx, Data-VV-DataSet1-BM26.xlsx",12543.111,120.607,104,765.984,7.365,FCS3.0(104),LSRII(104)
FR-FCM-Z257,FR-FCM-Z257,2215,BM24 Virus,"The purpose of this experiment is to follow the differentiation of naive CD8 T cells in memory CD8 T cells in response to a virus infection. To do so, naive C57Bl/6J mice were transferred with naive F5 TCR-transgenic T cells and infected with NP68-expressing vaccinia virus (VV-NP68). CD8 T cells count and phenotype was followed in the blood over time",The differentiation stages can be monitored in the blood,,[CD8 T cells][immune response][virus],[28237797],"http://www.ncbi.nlm.nih.gov/pubmed/28237797, http://www.ncbi.nlm.nih.gov/pubmed/33554899","[Timepoints = 13(5), 15(5), 22(5), 28(5), 4(5), 6(2), 7(5), 8(4)], [Conditions = VV(36)]",36,85,daphné laubreton,jacqueline marvel,Christophe Arpin,2013-09-12 - 2013-10-13,2013-09-12,2013-10-13,2019-07-01,2019-07-01,"CIRI (Centre International de Recherche en Infectiologie) INSERM U1111 UMR5308, Lyon,  (France)",Not disclosed,"All mice were homozygous adult 6-8-week-old at the beginning of experiments. They were healthy and housed in our institute's animal facility under pathogen-free conditions. Age- and sex-matched littermates or provider's delivery groups, which were naive of any experimental manipulation, were randomly assigned to experimental groups (n=5) and co-housed at least for one week prior to experimentation.",,,Data-VV-DataSet1-BM24.xlsx,7437.139,158.237,47,454.106,9.662,"FCS3.0(46), FCS2.0(1)",LSRII(47)
FR-FCM-Z258,FR-FCM-Z258,2216,BM21 Tumor,"The purpose of this experiment is to follow the differentiation of naive CD8 T cells in memory CD8 T cells in response tumor growth. To do so, naive C57Bl/6J mice were transferred with naive F5 TCR-transgenic T cells and injected with NP68-expressing EL4 tumor cells (EL4-NP68). CD8 T cells count and phenotype was followed in the blood over time",Ag-specific CD8 T cell differentiation can be monitored in the blood up to the memory stage.,,[CD8 T cells][immune response][tumor],[28237797],"http://www.ncbi.nlm.nih.gov/pubmed/28237797, http://www.ncbi.nlm.nih.gov/pubmed/33554899","[Timepoints = 10(5), 14(5), 46(5), 5(5), 7(5)], [Conditions = EL4(25)]",25,85,daphné laubreton,jacqueline marvel,Christophe Arpin,2013-07-12 - 2013-08-28,2013-07-12,2013-08-28,2019-07-01,2019-07-01,"CIRI (Centre International de Recherche en Infectiologie) INSERM U1111 UMR5308, Lyon,  (France)",Not disclosed,". All mice were homozygous adult 6-8-week-old at the beginning of experiments. They were healthy and housed in our institute's animal facility under pathogen-free conditions. Age- and sex-matched littermates or provider's delivery groups, which were naive of any experimental manipulation, were randomly assigned to experimental groups (n=5) and co-housed at least for one week prior to experimentation.",,,Data-Tumor-DataSet1-BM21.xlsx,5412.974,150.36,36,330.515,9.181,FCS3.0(36),LSRII(36)
